# 
#     *****************************************************************************
#     ***       MC-GPU, version 1.3_PCD (http://code.google.com/p/mcgpu/)       ***
#     ***                                                                       ***
#     ***          Preetham Rudraraju (Preetham.Rudraraju@fda.hhs.gov)          ***
#     *****************************************************************************
# 
#  *** SIMULATION IN THE GPU USING CUDA ***
#
#  Image created counting the number of photons arriving at each pixel: ideal photon counting detector.
#  Pixel value units: Number of photons per pixel.
#  Focal spot position = (0.50000000,-10.00000000,0.50000000), cone beam direction = (0.00000000,1.00000000,0.00000000)
#  Pixel size:  1.000000 x 1.000000 = 1.000000 cm^2
#  Number of pixels in X and Z:  3  3
#  (X rows given first, a blank line separates the different Z values)
# 
#  Each column represents an Energy Bin. There are 90 Energy Bins ranging from 30000 keV to 120000 keV
# ==========================================================
105712.00000000  120376.00000000  132933.00000000  143876.00000000  155543.00000000  166511.00000000  173305.00000000  181874.00000000  190309.00000000  195142.00000000  198739.00000000  202409.00000000  204872.00000000  206757.00000000  209792.00000000  210304.00000000  209686.00000000  209306.00000000  209351.00000000  208696.00000000  206352.00000000  203280.00000000  201928.00000000  200396.00000000  196884.00000000  193869.00000000  191489.00000000  190408.00000000  269818.00000000  421943.00000000  334763.00000000  182047.00000000  178247.00000000  166991.00000000  163724.00000000  158688.00000000  156506.00000000  211798.00000000  207161.00000000  158041.00000000  141970.00000000  113202.00000000  110516.00000000  107786.00000000  105840.00000000  102890.00000000  101158.00000000  98600.00000000  95653.00000000  94494.00000000  91944.00000000  89024.00000000  85415.00000000  83271.00000000  81358.00000000  78857.00000000  77297.00000000  74369.00000000  73249.00000000  70971.00000000  67721.00000000  65749.00000000  61524.00000000  59371.00000000  58665.00000000  56306.00000000  54156.00000000  51875.00000000  48340.00000000  46326.00000000  44469.00000000  41704.00000000  40213.00000000  37185.00000000  35327.00000000  33360.00000000  31677.00000000  29023.00000000  26675.00000000  24378.00000000  21718.00000000  19647.00000000  17872.00000000  15480.00000000  13645.00000000  11529.00000000  9412.00000000  7259.00000000  4939.00000000  0.00000000  
106089.00000000  119579.00000000  132368.00000000  143504.00000000  154762.00000000  165383.00000000  172955.00000000  181066.00000000  189534.00000000  194502.00000000  198810.00000000  202599.00000000  203441.00000000  205687.00000000  208884.00000000  209424.00000000  208518.00000000  208071.00000000  207975.00000000  207913.00000000  205390.00000000  202770.00000000  200637.00000000  198221.00000000  195260.00000000  192428.00000000  190148.00000000  188468.00000000  267704.00000000  419465.00000000  333950.00000000  180182.00000000  176568.00000000  164970.00000000  161498.00000000  157089.00000000  154878.00000000  209075.00000000  206404.00000000  156743.00000000  139597.00000000  112304.00000000  109431.00000000  106865.00000000  104211.00000000  102291.00000000  100266.00000000  97366.00000000  94670.00000000  93504.00000000  91416.00000000  88664.00000000  85497.00000000  82202.00000000  80544.00000000  77836.00000000  76524.00000000  72904.00000000  71915.00000000  70322.00000000  67755.00000000  64546.00000000  60770.00000000  58885.00000000  58022.00000000  55626.00000000  53331.00000000  51345.00000000  48389.00000000  45822.00000000  43110.00000000  41689.00000000  39734.00000000  36904.00000000  35000.00000000  33113.00000000  31011.00000000  28941.00000000  26173.00000000  24093.00000000  21627.00000000  19317.00000000  17467.00000000  15320.00000000  13347.00000000  11445.00000000  9058.00000000  7065.00000000  4909.00000000  0.00000000  
106063.00000000  119993.00000000  131943.00000000  144569.00000000  155581.00000000  165718.00000000  173736.00000000  182037.00000000  190691.00000000  194203.00000000  198756.00000000  202456.00000000  205019.00000000  206974.00000000  209165.00000000  210318.00000000  210322.00000000  208732.00000000  208020.00000000  208289.00000000  205648.00000000  203162.00000000  201827.00000000  199322.00000000  195849.00000000  193854.00000000  192931.00000000  189662.00000000  271359.00000000  422665.00000000  334448.00000000  181024.00000000  178469.00000000  166619.00000000  163323.00000000  159179.00000000  156208.00000000  211627.00000000  208230.00000000  158278.00000000  141147.00000000  112878.00000000  110784.00000000  108367.00000000  106508.00000000  103900.00000000  101454.00000000  98104.00000000  95578.00000000  94585.00000000  92281.00000000  88928.00000000  86413.00000000  83499.00000000  81450.00000000  78942.00000000  77223.00000000  74721.00000000  73332.00000000  70818.00000000  67687.00000000  66158.00000000  61553.00000000  59497.00000000  58671.00000000  56327.00000000  53899.00000000  51842.00000000  48661.00000000  46371.00000000  44211.00000000  42041.00000000  40236.00000000  37069.00000000  35343.00000000  33683.00000000  30905.00000000  29333.00000000  26685.00000000  24519.00000000  21743.00000000  19602.00000000  17807.00000000  15391.00000000  13656.00000000  11449.00000000  9257.00000000  7219.00000000  5044.00000000  0.00000000  

106024.00000000  119749.00000000  133233.00000000  143639.00000000  154816.00000000  165278.00000000  172995.00000000  180664.00000000  190423.00000000  193792.00000000  197989.00000000  202150.00000000  204821.00000000  206105.00000000  208265.00000000  210027.00000000  208365.00000000  208528.00000000  208629.00000000  207403.00000000  205633.00000000  202193.00000000  200040.00000000  198966.00000000  195885.00000000  192654.00000000  190100.00000000  188083.00000000  267542.00000000  418907.00000000  332086.00000000  180619.00000000  177134.00000000  165426.00000000  162420.00000000  158334.00000000  154567.00000000  209281.00000000  206269.00000000  156970.00000000  139875.00000000  112036.00000000  109286.00000000  106203.00000000  104490.00000000  102192.00000000  99927.00000000  97537.00000000  94769.00000000  93673.00000000  91355.00000000  88386.00000000  85156.00000000  82267.00000000  80472.00000000  78263.00000000  76513.00000000  73587.00000000  72312.00000000  70130.00000000  67360.00000000  64919.00000000  61456.00000000  58779.00000000  57997.00000000  55849.00000000  53411.00000000  50820.00000000  48421.00000000  45689.00000000  43643.00000000  41528.00000000  39837.00000000  36551.00000000  34572.00000000  33288.00000000  30666.00000000  28672.00000000  26312.00000000  24331.00000000  21456.00000000  19309.00000000  17706.00000000  15156.00000000  13359.00000000  11467.00000000  9090.00000000  7114.00000000  4907.00000000  0.00000000  
106087.00000000  119763.00000000  131691.00000000  143430.00000000  155384.00000000  165098.00000000  173342.00000000  181760.00000000  189595.00000000  195578.00000000  198174.00000000  203110.00000000  203649.00000000  207780.00000000  209219.00000000  210632.00000000  210650.00000000  209081.00000000  208848.00000000  208391.00000000  205916.00000000  203369.00000000  202100.00000000  199806.00000000  196203.00000000  194292.00000000  193006.00000000  189351.00000000  269262.00000000  423540.00000000  334837.00000000  181329.00000000  178321.00000000  167177.00000000  163334.00000000  159265.00000000  155781.00000000  211740.00000000  208523.00000000  157648.00000000  141540.00000000  112827.00000000  109943.00000000  107413.00000000  106017.00000000  103185.00000000  101178.00000000  98646.00000000  95593.00000000  93944.00000000  92331.00000000  88447.00000000  85756.00000000  83177.00000000  81156.00000000  79086.00000000  76705.00000000  74065.00000000  73176.00000000  71145.00000000  68410.00000000  65154.00000000  62110.00000000  59710.00000000  58446.00000000  56324.00000000  54154.00000000  51695.00000000  48277.00000000  46006.00000000  43682.00000000  41651.00000000  40129.00000000  37166.00000000  35324.00000000  33349.00000000  31012.00000000  28683.00000000  26276.00000000  24238.00000000  21861.00000000  19560.00000000  17810.00000000  15496.00000000  13468.00000000  11644.00000000  9207.00000000  7288.00000000  4932.00000000  0.00000000  
105957.00000000  119042.00000000  132024.00000000  144112.00000000  155510.00000000  165829.00000000  174004.00000000  181364.00000000  189460.00000000  193811.00000000  197741.00000000  201489.00000000  203977.00000000  207199.00000000  208593.00000000  208997.00000000  209323.00000000  207921.00000000  208494.00000000  207232.00000000  205614.00000000  202125.00000000  200124.00000000  198511.00000000  195928.00000000  191946.00000000  190353.00000000  187601.00000000  267810.00000000  419255.00000000  332779.00000000  180643.00000000  177265.00000000  165768.00000000  162447.00000000  157142.00000000  153662.00000000  209805.00000000  206403.00000000  156855.00000000  140329.00000000  111880.00000000  110116.00000000  106662.00000000  105186.00000000  102807.00000000  100343.00000000  97333.00000000  94641.00000000  93276.00000000  90721.00000000  88424.00000000  84812.00000000  82242.00000000  80066.00000000  78560.00000000  76276.00000000  73526.00000000  72191.00000000  70080.00000000  66901.00000000  65140.00000000  61103.00000000  58709.00000000  57829.00000000  55436.00000000  53534.00000000  51267.00000000  48003.00000000  45581.00000000  43988.00000000  41656.00000000  39636.00000000  36609.00000000  34940.00000000  33329.00000000  31206.00000000  28491.00000000  26299.00000000  24127.00000000  21819.00000000  19551.00000000  17654.00000000  15503.00000000  13414.00000000  11440.00000000  8978.00000000  7029.00000000  4865.00000000  0.00000000  

105653.00000000  119587.00000000  132284.00000000  144075.00000000  155874.00000000  165676.00000000  173727.00000000  182155.00000000  190613.00000000  195675.00000000  198733.00000000  202875.00000000  205131.00000000  207569.00000000  209094.00000000  209626.00000000  209766.00000000  209544.00000000  208920.00000000  208219.00000000  205555.00000000  203716.00000000  201249.00000000  200581.00000000  197312.00000000  193231.00000000  191991.00000000  189864.00000000  269777.00000000  423585.00000000  334205.00000000  181576.00000000  178039.00000000  167641.00000000  163224.00000000  159619.00000000  156078.00000000  211432.00000000  208716.00000000  158079.00000000  141678.00000000  113806.00000000  110036.00000000  107667.00000000  106056.00000000  103289.00000000  101732.00000000  98484.00000000  95352.00000000  94474.00000000  92537.00000000  89138.00000000  86337.00000000  83203.00000000  81087.00000000  79044.00000000  77000.00000000  74439.00000000  73495.00000000  71072.00000000  67734.00000000  65217.00000000  61995.00000000  59549.00000000  58849.00000000  56181.00000000  53681.00000000  52031.00000000  48791.00000000  46182.00000000  43601.00000000  42000.00000000  39890.00000000  37572.00000000  35203.00000000  33618.00000000  31124.00000000  29008.00000000  26337.00000000  24424.00000000  21847.00000000  19463.00000000  17855.00000000  15512.00000000  13507.00000000  11523.00000000  9243.00000000  7105.00000000  4956.00000000  0.00000000  
105942.00000000  119636.00000000  132451.00000000  144279.00000000  155362.00000000  164881.00000000  172787.00000000  182024.00000000  189515.00000000  194144.00000000  196878.00000000  201105.00000000  204012.00000000  206191.00000000  208419.00000000  208950.00000000  209021.00000000  207837.00000000  208090.00000000  207464.00000000  205041.00000000  203355.00000000  200758.00000000  198558.00000000  196748.00000000  192224.00000000  190572.00000000  188013.00000000  267594.00000000  419187.00000000  331535.00000000  180093.00000000  177104.00000000  166383.00000000  162430.00000000  157525.00000000  154488.00000000  209923.00000000  206709.00000000  157550.00000000  139972.00000000  112045.00000000  109866.00000000  106883.00000000  105096.00000000  102782.00000000  100111.00000000  96873.00000000  94704.00000000  93552.00000000  91441.00000000  88263.00000000  85510.00000000  82997.00000000  80382.00000000  78170.00000000  76253.00000000  73321.00000000  72119.00000000  70242.00000000  67588.00000000  64924.00000000  60964.00000000  58770.00000000  58002.00000000  55677.00000000  53520.00000000  51419.00000000  48683.00000000  45779.00000000  43389.00000000  41894.00000000  39660.00000000  37149.00000000  34697.00000000  32997.00000000  30989.00000000  28646.00000000  26395.00000000  24211.00000000  21695.00000000  19125.00000000  17586.00000000  15241.00000000  13539.00000000  11479.00000000  9228.00000000  7287.00000000  4858.00000000  0.00000000  
105584.00000000  119680.00000000  131937.00000000  144113.00000000  155377.00000000  165634.00000000  173353.00000000  183117.00000000  190288.00000000  195119.00000000  199655.00000000  202811.00000000  204446.00000000  207343.00000000  209219.00000000  211117.00000000  209577.00000000  208263.00000000  208964.00000000  208730.00000000  206938.00000000  203662.00000000  202298.00000000  200561.00000000  197004.00000000  193553.00000000  191327.00000000  189694.00000000  269664.00000000  422762.00000000  336240.00000000  181903.00000000  178394.00000000  167689.00000000  163353.00000000  159242.00000000  155423.00000000  211822.00000000  207423.00000000  158818.00000000  142021.00000000  113093.00000000  111002.00000000  107428.00000000  106475.00000000  103655.00000000  101485.00000000  98273.00000000  95926.00000000  94122.00000000  92467.00000000  88759.00000000  86156.00000000  82945.00000000  81328.00000000  79056.00000000  77392.00000000  74269.00000000  72820.00000000  71249.00000000  68043.00000000  65809.00000000  61699.00000000  59571.00000000  58738.00000000  55997.00000000  54074.00000000  52150.00000000  48678.00000000  46374.00000000  44249.00000000  41771.00000000  40186.00000000  37415.00000000  35360.00000000  33286.00000000  31150.00000000  29089.00000000  26922.00000000  24189.00000000  21957.00000000  19525.00000000  17899.00000000  15555.00000000  13710.00000000  11735.00000000  9281.00000000  7207.00000000  4992.00000000  0.00000000  

#   *** Simulation REPORT: ***
#       Fraction of energy detected (over the mean energy of the spectrum): 0.000%
#       Maximum energy detected in pixel 6: (x,y)=(0,2) -> pixel value = 0.000042 eV/cm^2
#       Simulated x rays:    100012800
#       Simulation time [s]: 0.02
#       Speed [x-rays/sec]:  4505892953.69

